repo_id,name,owner,stars,forks,language,topics,description,industry_code,industry_name,industry_confidence
543349568,ejercicios-logica-de-programacion-para-principiantes-en-pseint,malpicado,16,0,Papyrus,,Aqui subiremos todos los ejercicios de lógica de programación que estudiamos en el curso de Pseint,P,Education,high
856823394,whatsApp-js-bot,haroldeustaquio,16,7,JavaScript,"automation, bot, js, python, whatsapp, whatsapp-api-node, whatsapp-bot, whatsapp-web, whatsapp-web-js","Automation bot for sending and tracking messages and file attachments via WhatsApp, using whatsapp-web.js for real-time alerts and scheduled notifications.",J,Information and communication,high
824777983,morfhi-flutter-master,madmarin,16,0,Dart,,,J,Information and communication,low
802682547,nextjs-commerce,madmarin,16,0,TypeScript,,,G,Wholesale and retail trade,high
798183348,ProtejoApp,madmarin,16,1,,,(IN PROGRESS) Aplicación de control y protección de animales,Q,Human health and social work,medium
208341749,OpenStreetMap-flutter,edwinmacalopu,16,4,HTML,,:globe_with_meridians: :round_pushpin: implement OpenStreetMap in flutter,H,Transportation and storage,medium
160973174,ImageEditor,dpalominop,16,5,C++,,"Image Editor using Qt, C++ and Cuda",M,"Professional, scientific activities",medium
38924135,monitoreoDeVehiculos,jumanor,16,13,HTML,,Monitoreo de Vehiculos en Tiempo Real con WebSocket (Node.js),H,Transportation and storage,high
662209055,BlazorWeb,erickorlando,15,1,C#,,Carrito de compras para una pasteleria,G,Wholesale and retail trade,high
1148547579,she.ships,crafter-station,15,2,TypeScript,,,J,Information and communication,low
861436878,Melody-Lyric-Generator,haroldeustaquio,15,2,Jupyter Notebook,"ai-music, deep-learning, gpt-2, lyrics-generation, maestro, midi, music-ai, music-generation","Melody-Lyric-Generator is a tool for generating cohesive musical compositions by integrating melody generation and lyric creation. It leverages machine learning models, including fine-tuned GPT-2, and datasets like MAESTRO to produce high-quality melodies and Spanish-language lyrics.",R,"Arts, entertainment and recreation",high
839526488,web-launcher,madmarin,15,0,HTML,,,J,Information and communication,low
836369614,MRSTools,madmarin,15,1,C#,"csharp, decompiler, mrs",MRS Tools decompiler files,J,Information and communication,high
824771653,bun-api-develop,madmarin,15,0,TypeScript,"bunjs, postgresql, typeorm, typescript",Bun Js REST API ,J,Information and communication,high
824734590,Flask-APIRESTful-API,madmarin,15,0,Python,,"This is a Flask-based RESTful API for managing users, posts, messages, and images. The application features JWT authentication and CORS support, providing a secure and flexible backend for various web applications.",J,Information and communication,high
824402297,supabase,madmarin,15,0,,,The open source Firebase alternative.,J,Information and communication,high
687824289,natesexport,madmarin,15,0,JavaScript,,,J,Information and communication,low
1036088824,StellarProtect,InsiderAnh,15,4,Java,,"StellarProtect is core for logging data, good alternative to CoreProtect.",J,Information and communication,high
646296352,LeGO-LOAM,Rotvie,15,2,C++,,LeGO-LOAM: Lightweight and Ground-Optimized Lidar Odometry and Mapping on Variable Terrain,H,Transportation and storage,high
366897222,Basic-Accounts-Gen-DiscordBot,x-name15,15,10,Python,,This is a accounts generator discord bot,J,Information and communication,high
641489139,Ciencia_de_Datos_con_Python,apholdings,14,1,Python,,Curso de Introduccion a la Ciencia de Datos con Programacion Python. Veremos desde lo mas basico hasta Machine learning,M,"Professional, scientific activities",high
745202526,obsidian-simple-flashcards,Railly,14,0,TypeScript,"flashcards, learning, memory, obsidian, obsidian-md, obsidian-plugin, spaced-repetition",Display interactive flashcards to formulate knowledge,P,Education,high
626489539,Peer-feedback,CarlosIgreda,14,1,JavaScript,"css, html, javascript","In the ""Better communication in code reviews"" lesson, I have read and think a lot about the quality of my code and communication in code reviews. Now it is time for me to perform a code review for me partner! We asked Code Reviewers to ignore any issues related to best practices or clean code rules during their reviews.",P,Education,high
623617688,webpack-demo,CarlosIgreda,14,0,JavaScript,"boilerplate, css, html, javascript, webpack","In this exercise I will build a simple yet powerful webpack boilerplate, which I can later use as a starting point in my projects.",J,Information and communication,high
310078670,NeuroFovea_PyTorch,ArturoDeza,14,4,Python,,An adapted version of the Metamer Foveation Transform code from Deza et al. ICLR 2019,M,"Professional, scientific activities",high
374554870,tienda-online,juliocesardw,14,12,HTML,"css, html, javascript","Diseño Tienda Online | HTML, CSS, JAVASCRIPT",G,Wholesale and retail trade,high
776914568,visualizacion-datos-espaciales-con-keplergl,geografope,14,2,Jupyter Notebook,"cartografia, dataviz, geografia, geografia-computacional, geografope, geopython, keplergl-for-spatial, mapas, mapas-web, python, spatial","Kepler.gl 🌍, una herramienta open source basada en la web de alto rendimiento para la visualización de un gran conjunto de datos georreferenciados. Esta poderosa herramienta está construida sobre GL MapLibre y deck.gl 🛠️✨.",M,"Professional, scientific activities",high
297842628,netsuite-starter,felipechang,14,4,JavaScript,"jest, netsuite, oracle, suitecloud, suitescript, suitescript2, typescript",Scaffold to build NetSuite Account Customizations and SuiteApps. ,K,Financial and insurance activities,high
924556424,batcher,edgefirst-dev,14,0,TypeScript,,A simpler batcher for any async function,J,Information and communication,high
839532448,Gunz-KillFeed,madmarin,14,0,,,,R,"Arts, entertainment and recreation",medium
794316433,gymcrona,madmarin,14,0,Blade,,Systema de gimnasios. con administracion de locales y administrador de ventas y almacences,R,"Arts, entertainment and recreation",high
16555562,brackets-tab-tags,bryanjhv,14,5,JavaScript,,Brackets extension to automatically add a tab when pressing ENTER into a HTML or XML tag.,J,Information and communication,high
879399773,ln-diff,dceluis,14,0,,"coding-agents, coding-assistant, diff, llm","Line-numbered patch format. Non-sequential, llm and stream-friendly",J,Information and communication,high
810902897,happybirthday-papel-picado,mabelolivera10,13,0,JavaScript,,,R,"Arts, entertainment and recreation",medium
743754719,apuntes-pos-react,Franklin369,13,5,JavaScript,,,J,Information and communication,low
1159753467,skill-kit,crafter-station,13,2,TypeScript,"analytics, skills",local-first analytics for AI agent skills,J,Information and communication,high
611365924,Bootstrap-Project,CarlosIgreda,13,0,CSS,"bootstrap4, css, css3, sass, scss","In this exercise, I will experience the power of using a CSS framework like Bootstrap to create a new website quickly from scratch. I'm going to create a prototype of the portfolio website from scratch in a few hours.",J,Information and communication,high
607414890,Review-one-of-your-past-projects,CarlosIgreda,13,0,HTML,"css, html","In this project, I worked with a coding partner doing a basic website in order to complete the trial from Microverse.",J,Information and communication,high
601933065,HelloMicroverseProject,CarlosIgreda,13,0,HTML,"css, html","In this project, I will set up a ""Hello world"" repository. No complex coding is required for this exercise. My goal here is to master all of the tools and best practices I learned about in previous steps.",J,Information and communication,high
601898077,readme-template,CarlosIgreda,13,0,,,A README template that can be used to give any project clear documentation.,J,Information and communication,high
591106520,MicroverseTrial,CarlosIgreda,13,0,HTML,"css, html","In this project, I worked with a coding partner doing a basic website in order to complete the trial from Microverse.",J,Information and communication,high
11434849,metropolitano,juaneladio,13,7,HTML,,"Una app para Firefox OS / FirefoxOS (y cualquier navegador web) para usuarios del Metropolitano, un sistema de transporte público en Lima, Perú.",H,Transportation and storage,high
675195215,supaplay,xavimondev,13,1,TypeScript,"playground, react, supabase, tailwindcss, typescript, webcontainer",Supabase Launch Week 8 Hackathon - A playground to test and refine your JavaScript functions against your   PostgreSQL database.,J,Information and communication,high
587515829,MiuiSR-Surya,kevins-projects,13,1,,,,J,Information and communication,low
190072068,GR2MSemiDistr,hllauca,13,2,R,,A package for hydrological modelling with GR2M at large-scale,E,Water supply; sewerage,high
434071950,pierolescano.com,piero-vic,13,2,Astro,"astro, blog, giscus, tailwindcss",Portfolio and blog website build with Astro and TailwindCSS.,J,Information and communication,high
881106302,starter-ai-chat,edgefirst-dev,13,0,TypeScript,,A starter repo for an AI chatbot,J,Information and communication,high
853596657,worker-kv-rate-limit,edgefirst-dev,13,1,TypeScript,,A Rate Limit based on Cloudflare's Worker KV.,J,Information and communication,high
674691821,ANPR-Arduino,addleonel,13,4,Python,"anpr, arduino-uno, computer-vision", Automatic Number Plate Recognition (ANPR ) using Arduino,H,Transportation and storage,high
878162236,AI-Views,madmarin,13,0,HTML,,AI-Views is a website that promotes intelligent agents trained to solve sales challenges. The main feature of this project is offering solutions and services related to improving sales through the use of smart agents.,G,Wholesale and retail trade,high
810130502,consulta-ruc-dni-sunat,madmarin,13,0,TypeScript,,,K,Financial and insurance activities,high
790007891,TGestiona,madmarin,13,0,PHP,,,J,Information and communication,low
782147124,history-clinic-system,madmarin,13,0,C#,,,Q,Human health and social work,high
716942254,Backend-Database-Multiples,madmarin,13,0,Rust,,,J,Information and communication,medium
352353628,CursoGEE,mastergis,13,16,Jupyter Notebook,,,M,"Professional, scientific activities",medium
275941209,the-witcher,xtrmdarc,13,5,JavaScript,"arrow-key, shooter-game","In this project, I build a shooter game using JavaScript's framework Phaser 3, a ""fast, free and fun open-source framework for Canvas and WebGL powered browser games"". The Witcher is a slightly different shooter game in which enemies will spawn from the top and the right side of the game canvas. The main character 'Pipoya' fights in the 'Magic Cliff' to prevent monsters to enter her world.",R,"Arts, entertainment and recreation",high
608946518,azure_speech_recognition_null_safety,jjordanoc,13,20,Swift,"flutter-plugin, speech-to-text",A Flutter plugin that enables interaction with the Azure Cognitive Services Speech-To-Text API,J,Information and communication,high
579798293,Budget_RailsApp,cmolinan,13,1,Ruby,"css3, javascript, responsive-web-design, ruby-on-rails","The Ruby on Rails Budget App is a mobile web application where you can manage your budget. For that, you have a list of transactions associated with a category, so that you can see how much money you spent and on what.",K,Financial and insurance activities,high
200296032,PrimalEngine,pieromarini,13,1,C++,"3d-graphics, cpp, cpp20, game-engine, glsl, graphics, sdl3, vulkan, vulkan-engine",C++/Vulkan Game Engine,R,"Arts, entertainment and recreation",high
889642264,NoteAI,gonzalo-droid,13,3,Kotlin,"android, coroutines-android, flow, hilt, jetpack-compose, kotlin, material-design, mvvm-architecture, openai, room","🤖 Note.AI modern Android development with Jetpack Compose, Hilt, Coroutines, Flow, Jetpack (Room, ViewModel), and Material Design based on MVVM architecture.",J,Information and communication,high
580597926,protondb-cli,jegj,13,1,JavaScript,"cli, nodejs, protondb",A unofficial CLI for protondb project,J,Information and communication,high
650705179,solopython_backend,apholdings,12,1,Python,,Backend del sitio solopython,J,Information and communication,high
637427024,Curso-Hacking-Etico-con-Python,apholdings,12,1,Python,,Material del Curso de Hacking Etico con Python,M,"Professional, scientific activities",high
1106789763,physical_simulations,jorgemunozl,12,0,Jupyter Notebook,"mathematics, nn, numpy, physics, python, scikit-learn, sympy",A set of physics/mathematics scripts for different concepts.,M,"Professional, scientific activities",high
627971469,Testing-practice,CarlosIgreda,12,0,JavaScript,"jest, testing","In this exercise, I will write a few practical tests for JavaScript functions using the Jest library. I should make sure I follow the AAA pattern to make my tests easier for other developers to read and understand. I will also try to use the TDD approach in practice.",J,Information and communication,high
